Западная улица, 970 кв. 430, Омск, Россия, 815622
пл. Новая, 311 кв. 165, Уфа, Россия, 784562
площадь Цветочная, 718 кв. 179, Тюмень, Россия, 480436
Озерная пр., 232 кв. 755, Рязань, Россия, 700310
Дзержинского пр., 326 кв. 934, Владивосток, Россия, 465667
Калинина пр., 389 кв. 597, Тверь, Россия, 264723
ул. Коммунистическая, 306 кв. 938, Белгород, Россия, 579187
ул. Трудовая, 194 кв. 642, Хабаровск, Россия, 669312
проспект Заречная, 393 кв. 624, Ставрополь, Россия, 533404
Горная улица, 205 кв. 581, Тверь, Россия, 123851
улица Чкалова, 823 кв. 841, Липецк, Россия, 482517
Комсомольская площадь, 411 кв. 580, Казань, Россия, 605253
ул. Чапаева, 276 кв. 232, Липецк, Россия, 605302
Почтовая площадь, 300 кв. 546, Казань, Россия, 601300
Коммунистическая пр., 788 кв. 439, Ставрополь, Россия, 958952
площадь Некрасова, 248 кв. 598, Владивосток, Россия, 421694
Цветочная ул., 325 кв. 211, Казань, Россия, 310707
пл. Суворова, 800 кв. 464, Уфа, Россия, 805502
площадь Труда, 741 кв. 676, Чебоксары, Россия, 637384
Свободы площадь, 917 кв. 841, Ставрополь, Россия, 776124
Весенняя площадь, 987 кв. 771, Пермь, Россия, 453115
площадь Дорожная, 248 кв. 591, Ижевск, Россия, 809332
Трудовая проспект, 176 кв. 769, Казань, Россия, 428003
Гагарина улица, 335 кв. 266, Краснодар, Россия, 606885
проспект Дзержинского, 791 кв. 791, Екатеринбург, Россия, 793987
площадь Пионерская, 666 кв. 245, Киров, Россия, 471314
площадь Береговая, 752 кв. 446, Санкт-Петербург, Россия, 851229
пр. Западная, 219 кв. 716, Тюмень, Россия, 811626
пр. Юбилейная, 284 кв. 807, Тверь, Россия, 370398
улица Московская, 167 кв. 258, Тольятти, Россия, 572765
пл. Молодежная, 948 кв. 745, Липецк, Россия, 784010
Кооперативная пл., 936 кв. 886, Тольятти, Россия, 939843
Молодежная проспект, 601 кв. 991, Тула, Россия, 498638
Карла Маркса улица, 804 кв. 491, Сочи, Россия, 918242
Ленина пл., 227 кв. 831, Пенза, Россия, 636870
проспект Маяковского, 425 кв. 420, Волгоград, Россия, 282373
Колхозная ул., 985 кв. 374, Белгород, Россия, 834433
Спортивная улица, 291 кв. 895, Казань, Россия, 745000
Мира площадь, 659 кв. 697, Рязань, Россия, 497093
пл. Маяковского, 721 кв. 974, Томск, Россия, 891545
пл. Садовый, 417 кв. 742, Владимир, Россия, 726154
проспект Почтовая, 985 кв. 164, Барнаул, Россия, 734014
Куйбышева ул., 955 кв. 788, Нижний Новгород, Россия, 214639
пр. Мичурина, 435 кв. 308, Екатеринбург, Россия, 794665
Совхозная пл., 654 кв. 110, Волгоград, Россия, 422883
проспект Подгорная, 546 кв. 772, Рязань, Россия, 829190
Строителей улица, 347 кв. 458, Брянск, Россия, 213530
Заречная проспект, 136 кв. 619, Брянск, Россия, 742230
Чехова площадь, 845 кв. 596, Тверь, Россия, 381403
Лесная пл., 489 кв. 182, Брянск, Россия, 201168
площадь Кирова, 596 кв. 751, Владивосток, Россия, 475964
пр. Дзержинского, 317 кв. 481, Липецк, Россия, 176477
Трудовая ул., 833 кв. 865, Чебоксары, Россия, 106768
улица Чапаева, 378 кв. 718, Краснодар, Россия, 185877
пр. Совхозная, 652 кв. 561, Саратов, Россия, 132513
пр. Юбилейная, 702 кв. 518, Тюмень, Россия, 622637
проспект Луговая, 886 кв. 143, Чебоксары, Россия, 288981
Новая улица, 485 кв. 400, Иркутск, Россия, 775613
Клубная проспект, 209 кв. 405, Владивосток, Россия, 100436
площадь Калинина, 529 кв. 798, Ростов-на-Дону, Россия, 827179
пр. Лермонтова, 417 кв. 213, Ростов-на-Дону, Россия, 285408
Северная улица, 336 кв. 257, Владимир, Россия, 709222
пр. Строительная, 778 кв. 884, Курск, Россия, 860883
Лесная улица, 369 кв. 898, Ярославль, Россия, 863667
Октябрьская проспект, 804 кв. 990, Самара, Россия, 756259
пр. Садовая, 873 кв. 410, Ростов-на-Дону, Россия, 464091
ул. Весенняя, 355 кв. 384, Курск, Россия, 648851
Советская пл., 524 кв. 818, Уфа, Россия, 285555
пр. Маяковского, 111 кв. 300, Белгород, Россия, 576490
пр. Фрунзе, 171 кв. 386, Нижний Новгород, Россия, 912182
пр. Вокзальная, 854 кв. 176, Хабаровск, Россия, 521936
Береговая пр., 587 кв. 490, Пермь, Россия, 382478
Трактовая улица, 205 кв. 194, Саратов, Россия, 610410
Чапаева проспект, 987 кв. 210, Владимир, Россия, 390417
ул. Западная, 494 кв. 272, Рязань, Россия, 648477
Красная площадь, 694 кв. 713, Барнаул, Россия, 852307
площадь Победы, 520 кв. 331, Магнитогорск, Россия, 124233
Цветочная проспект, 692 кв. 332, Ульяновск, Россия, 590561
Мира ул., 938 кв. 570, Липецк, Россия, 207730
площадь Московская, 439 кв. 237, Санкт-Петербург, Россия, 136906
Чкалова площадь, 103 кв. 318, Магнитогорск, Россия, 157506
пр. Березовая, 210 кв. 710, Киров, Россия, 224473
Лесная улица, 926 кв. 729, Тула, Россия, 223238
ул. Московская, 783 кв. 743, Брянск, Россия, 861165
Дачная пр., 664 кв. 252, Новокузнецк, Россия, 738291
Чехова пл., 740 кв. 515, Хабаровск, Россия, 742570
Красноармейская улица, 545 кв. 660, Ростов-на-Дону, Россия, 415050
улица Труда, 791 кв. 551, Ставрополь, Россия, 785158
ул. Кооперативная, 834 кв. 257, Москва, Россия, 148115
площадь Рабочая, 648 кв. 305, Пермь, Россия, 846253
Свободы пл., 168 кв. 533, Омск, Россия, 364054
пл. Заводская, 379 кв. 410, Брянск, Россия, 327118
Зеленая ул., 224 кв. 979, Киров, Россия, 152189
ул. Спортивная, 226 кв. 124, Курск, Россия, 923672
